"Date","Price","Open","High","Low","Vol.","Change %"
"May 17, 2018","1,845.07","1,860.03","1,860.03","1,845.05","292.62M","-0.79%"
"May 16, 2018","1,859.84","1,846.83","1,861.72","1,842.14","176.33M","0.67%"
"May 15, 2018","1,847.53","1,848.31","1,852.47","1,843.95","135.63M","-0.04%"
"May 14, 2018","1,848.31","1,865.24","1,865.66","1,848.05","115.77M","-0.91%"
"May 11, 2018","1,865.24","1,859.03","1,870.08","1,858.94","112.96M","0.33%"
"May 10, 2018","1,859.03","1,864.18","1,864.45","1,857.02","169.43M","-0.28%"
"May 09, 2018","1,864.18","1,869.15","1,869.84","1,858.69","288.97M","-0.27%"
"May 08, 2018","1,869.15","1,868.75","1,882.44","1,865.72","174.84M","-0.16%"
"May 07, 2018","1,872.07","1,873.70","1,874.10","1,862.92","79.55M","-0.09%"
"May 04, 2018","1,873.70","1,867.98","1,874.78","1,867.98","142.69M","0.31%"
"May 03, 2018","1,867.98","1,874.76","1,875.34","1,864.06","223.09M","-0.36%"
"May 02, 2018","1,874.76","1,876.13","1,879.60","1,869.52","209.26M","-0.07%"
"Apr 30, 2018","1,876.13","1,875.32","1,876.13","1,869.14","219.28M","0.04%"
"Apr 27, 2018","1,875.32","1,848.38","1,875.32","1,847.59","132.66M","1.46%"
"Apr 26, 2018","1,848.38","1,849.40","1,850.68","1,846.82","277.21M","-0.06%"
"Apr 25, 2018","1,849.40","1,846.64","1,854.02","1,840.27","267.15M","0.15%"
"Apr 24, 2018","1,846.64","1,842.08","1,856.61","1,842.08","144.44M","0.25%"
"Apr 23, 2018","1,842.08","1,840.84","1,845.93","1,835.85","200.63M","0.07%"
"Apr 20, 2018","1,840.84","1,840.18","1,845.11","1,836.22","124.20M","0.04%"
"Apr 19, 2018","1,840.18","1,840.89","1,844.77","1,837.05","238.64M","-0.04%"
"Apr 18, 2018","1,840.89","1,842.34","1,845.79","1,830.44","144.26M","-0.08%"
"Apr 17, 2018","1,842.34","1,829.06","1,846.37","1,826.45","573.74M","0.07%"
"Apr 16, 2018","1,841.00","1,838.42","1,842.03","1,834.60","104.86M","0.14%"
"Apr 13, 2018","1,838.42","1,835.85","1,840.44","1,817.71","69.18M","0.14%"
"Apr 12, 2018","1,835.85","1,837.22","1,837.40","1,829.30","133.52M","-0.07%"
"Apr 11, 2018","1,837.22","1,824.85","1,837.46","1,822.49","232.76M","0.68%"
"Apr 10, 2018","1,824.85","1,825.29","1,825.81","1,812.50","188.62M","-0.02%"
"Apr 09, 2018","1,825.29","1,846.47","1,846.47","1,823.40","109.41M","-1.15%"
"Apr 06, 2018","1,846.47","1,846.10","1,854.62","1,844.69","276.39M","0.02%"
"Apr 05, 2018","1,846.10","1,842.63","1,851.03","1,839.94","385.71M","0.19%"
"Apr 04, 2018","1,842.63","1,848.02","1,848.02","1,828.12","276.01M","-0.29%"
"Apr 03, 2018","1,848.02","1,873.70","1,880.39","1,844.87","237.88M","-1.40%"
"Mar 29, 2018","1,874.27","1,843.83","1,875.47","1,837.61","151.14M","1.65%"
"Mar 28, 2018","1,843.83","1,866.49","1,868.13","1,841.10","127.45M","-1.21%"
"Mar 27, 2018","1,866.49","1,880.15","1,881.01","1,865.98","182.51M","-0.73%"
"Mar 26, 2018","1,880.15","1,880.78","1,892.75","1,880.15","265.71M","-0.03%"
"Mar 23, 2018","1,880.78","1,876.41","1,894.62","1,876.41","299.29M","0.23%"
"Mar 22, 2018","1,876.41","1,868.01","1,876.77","1,861.06","363.42M","0.45%"
"Mar 21, 2018","1,868.01","1,877.44","1,878.62","1,859.43","228.14M","-0.50%"
"Mar 20, 2018","1,877.44","1,884.89","1,887.55","1,873.90","162.79M","-0.43%"
"Mar 19, 2018","1,885.62","1,890.60","1,890.60","1,877.87","224.27M","-0.28%"
"Mar 16, 2018","1,890.87","1,906.23","1,906.23","1,882.39","318.71M","-0.81%"
"Mar 15, 2018","1,906.23","1,934.51","1,937.20","1,897.55","270.26M","-1.46%"
"Mar 14, 2018","1,934.51","1,947.71","1,947.71","1,924.95","231.93M","-0.68%"
"Mar 13, 2018","1,947.71","1,951.98","1,953.02","1,936.37","229.94M","-0.22%"
"Mar 12, 2018","1,951.98","1,957.53","1,961.71","1,945.92","197.88M","-0.28%"
"Mar 09, 2018","1,957.53","1,957.26","1,966.92","1,957.23","1.33B","0.01%"
"Mar 08, 2018","1,957.26","1,945.36","1,957.26","1,940.43","103.67M","0.61%"
"Mar 07, 2018","1,945.36","1,972.67","1,979.99","1,944.54","159.54M","-1.28%"
"Mar 06, 2018","1,970.63","1,965.01","1,970.72","1,946.28","223.37M","0.31%"
"Mar 05, 2018","1,964.62","1,941.56","1,976.32","1,941.56","167.27M","1.19%"
"Mar 02, 2018","1,941.56","1,940.61","1,945.91","1,933.21","268.86M","0.05%"
"Mar 01, 2018","1,940.61","1,961.32","1,964.51","1,933.47","211.37M","-1.06%"
"Feb 28, 2018","1,961.32","1,921.41","1,964.52","1,915.66","246.74M","2.08%"
"Feb 27, 2018","1,921.41","1,936.28","1,936.35","1,918.92","300.68M","-0.77%"
"Feb 26, 2018","1,936.28","1,935.15","1,940.51","1,931.08","155.44M","0.06%"
"Feb 23, 2018","1,935.15","1,919.65","1,935.64","1,916.62","192.83M","0.81%"
"Feb 22, 2018","1,919.65","1,912.41","1,920.95","1,912.41","198.44M","0.38%"
"Feb 21, 2018","1,912.41","1,911.08","1,917.17","1,906.98","280.47M","0.07%"
"Feb 20, 2018","1,911.08","1,911.59","1,917.52","1,890.21","266.96M","-0.03%"
"Feb 19, 2018","1,911.59","1,936.68","1,940.27","1,911.59","112.59M","-1.30%"
"Feb 16, 2018","1,936.68","1,933.52","1,941.68","1,926.75","212.39M","0.16%"
"Feb 15, 2018","1,933.52","1,909.81","1,934.75","1,909.81","289.17M","1.24%"
"Feb 14, 2018","1,909.81","1,883.85","1,911.33","1,881.69","212.12M","1.38%"
"Feb 13, 2018","1,883.85","1,923.26","1,923.26","1,878.75","264.06M","-2.05%"
"Feb 12, 2018","1,923.26","1,952.87","1,956.79","1,904.24","246.19M","-1.52%"
"Feb 09, 2018","1,952.87","1,965.34","1,975.15","1,942.28","223.00M","-0.63%"
"Feb 08, 2018","1,965.34","1,979.68","1,979.68","1,963.24","188.26M","-0.72%"
"Feb 07, 2018","1,979.68","1,990.75","1,993.32","1,976.85","254.33M","-0.56%"
"Feb 06, 2018","1,990.75","2,013.90","2,013.90","1,984.69","239.00M","-1.15%"
"Feb 05, 2018","2,013.90","2,025.59","2,027.96","2,008.45","133.97M","-0.58%"
"Feb 02, 2018","2,025.59","2,021.69","2,029.68","2,019.95","215.64M","0.19%"
"Feb 01, 2018","2,021.69","2,019.76","2,027.37","2,010.83","284.09M","0.10%"
"Jan 31, 2018","2,019.76","2,030.17","2,030.70","2,008.84","316.59M","-0.51%"
"Jan 30, 2018","2,030.17","2,021.62","2,030.17","2,013.21","445.68M","0.42%"
"Jan 29, 2018","2,021.62","2,002.02","2,021.62","2,002.02","236.03M","0.98%"
"Jan 26, 2018","2,002.02","1,987.38","2,013.42","1,987.38","450.47M","0.74%"
"Jan 25, 2018","1,987.38","1,998.09","1,999.87","1,967.65","376.36M","-0.54%"
"Jan 24, 2018","1,998.09","2,020.97","2,020.97","1,966.57","307.56M","-1.13%"
"Jan 23, 2018","2,020.97","2,047.16","2,047.16","1,995.58","379.16M","-1.28%"
"Jan 22, 2018","2,047.16","2,062.61","2,073.00","2,038.69","2.12B","-0.75%"
"Jan 19, 2018","2,062.61","2,049.39","2,063.66","2,024.15","695.60M","0.65%"
"Jan 18, 2018","2,049.39","2,054.50","2,071.11","2,029.97","755.19M","-0.25%"
"Jan 17, 2018","2,054.50","2,023.90","2,055.37","2,023.90","608.41M","1.51%"
"Jan 16, 2018","2,023.90","1,975.04","2,023.90","1,975.04","509.94M","2.47%"
"Jan 15, 2018","1,975.04","1,967.40","1,975.07","1,928.82","511.61M","0.39%"
"Jan 12, 2018","1,967.40","1,978.99","2,013.88","1,954.93","892.95M","-0.59%"
"Jan 11, 2018","1,978.99","1,917.83","1,988.03","1,917.83","902.24M","3.19%"
"Jan 10, 2018","1,917.83","1,849.72","1,917.83","1,849.72","829.45M","3.69%"
"Jan 09, 2018","1,849.54","1,826.08","1,856.69","1,817.12","581.88M","1.28%"
"Jan 08, 2018","1,826.08","1,789.57","1,826.34","1,788.07","417.49M","2.04%"
"Jan 05, 2018","1,789.57","1,777.77","1,802.88","1,777.77","503.63M","0.66%"
"Jan 04, 2018","1,777.77","1,750.61","1,780.56","1,750.61","450.97M","1.55%"
"Jan 03, 2018","1,750.61","1,747.01","1,764.16","1,746.90","267.55M","0.21%"
"Jan 02, 2018","1,747.01","1,746.68","1,747.24","1,727.32","184.41M","0.02%"
"Dec 29, 2017","1,746.68","1,732.75","1,746.68","1,732.75","212.26M","0.80%"
"Dec 28, 2017","1,732.75","1,726.96","1,732.80","1,725.99","267.92M","0.34%"
"Dec 27, 2017","1,726.96","1,751.43","1,753.22","1,726.96","274.73M","-1.40%"
"Dec 22, 2017","1,751.43","1,744.64","1,751.43","1,742.79","148.10M","0.39%"
"Dec 21, 2017","1,744.64","1,733.11","1,744.64","1,724.90","166.85M","0.67%"
"Dec 20, 2017","1,733.11","1,724.97","1,733.11","1,718.03","103.29M","0.47%"
"Dec 19, 2017","1,724.97","1,732.37","1,733.22","1,724.46","568.18M","-0.43%"
"Dec 18, 2017","1,732.37","1,748.46","1,749.43","1,727.62","160.92M","-0.80%"
"Dec 15, 2017","1,746.39","1,730.54","1,746.39","1,722.86","363.58M","0.92%"
"Dec 14, 2017","1,730.54","1,750.26","1,750.56","1,725.65","191.81M","-1.13%"
"Dec 13, 2017","1,750.26","1,771.18","1,772.19","1,748.89","199.42M","-1.18%"
"Dec 12, 2017","1,771.18","1,771.04","1,776.42","1,766.21","286.92M","0.01%"
"Dec 11, 2017","1,771.04","1,785.27","1,786.82","1,769.94","246.57M","-0.80%"
"Dec 08, 2017","1,785.27","1,794.99","1,802.50","1,784.06","369.15M","-0.54%"
"Dec 07, 2017","1,794.99","1,767.14","1,800.47","1,767.14","636.79M","1.58%"
"Dec 06, 2017","1,767.14","1,737.52","1,769.18","1,737.52","399.28M","1.70%"
"Dec 05, 2017","1,737.52","1,714.65","1,738.94","1,714.65","306.41M","1.33%"
"Dec 04, 2017","1,714.65","1,715.18","1,719.34","1,712.59","320.20M","-0.03%"
"Nov 30, 2017","1,715.18","1,708.34","1,721.55","1,708.34","369.80M","0.40%"
"Nov 29, 2017","1,708.34","1,697.64","1,708.49","1,695.40","214.58M","0.63%"
"Nov 28, 2017","1,697.64","1,685.02","1,701.38","1,683.04","237.64M","0.63%"
"Nov 27, 2017","1,686.98","1,691.70","1,693.38","1,685.71","175.69M","-0.28%"
"Nov 24, 2017","1,691.70","1,666.20","1,692.28","1,665.65","178.17M","1.53%"
"Nov 23, 2017","1,666.20","1,661.87","1,676.53","1,661.10","413.93M","0.26%"
"Nov 22, 2017","1,661.87","1,661.69","1,667.03","1,659.45","136.48M","0.01%"
"Nov 21, 2017","1,661.69","1,673.07","1,677.05","1,660.62","145.38M","-0.68%"
"Nov 20, 2017","1,673.07","1,669.17","1,673.53","1,662.59","108.12M","0.23%"
"Nov 17, 2017","1,669.17","1,665.91","1,673.40","1,665.01","142.42M","0.20%"
"Nov 16, 2017","1,665.91","1,664.92","1,668.51","1,660.14","159.88M","0.11%"
"Nov 15, 2017","1,664.05","1,664.05","1,664.05","1,664.05","-","-0.58%"
"Nov 14, 2017","1,673.76","1,691.59","1,693.86","1,676.17","-","-1.05%"
"Nov 13, 2017","1,691.59","1,692.40","1,693.12","1,676.88","142.75M","-0.05%"
"Nov 10, 2017","1,692.40","1,688.57","1,692.52","1,683.36","112.77M","0.23%"
"Nov 09, 2017","1,688.57","1,690.77","1,691.67","1,682.01","117.69M","-0.13%"
"Nov 08, 2017","1,690.77","1,686.75","1,690.77","1,683.96","93.87M","0.24%"
"Nov 07, 2017","1,686.75","1,684.99","1,689.70","1,683.14","117.82M","0.10%"
"Nov 06, 2017","1,684.99","1,685.70","1,689.55","1,683.66","147.68M","-0.04%"
"Nov 03, 2017","1,685.70","1,682.63","1,689.99","1,679.80","243.48M","0.18%"
"Nov 02, 2017","1,682.63","1,682.93","1,685.06","1,671.05","201.11M","-0.02%"
"Nov 01, 2017","1,682.93","1,675.57","1,682.98","1,666.23","146.21M","0.44%"
"Oct 31, 2017","1,675.57","1,670.82","1,675.70","1,651.48","134.90M","0.28%"
"Oct 30, 2017","1,670.82","1,670.49","1,670.82","1,654.70","98.46M","0.03%"
"Oct 27, 2017","1,670.30","1,673.82","1,674.22","1,661.68","147.31M","-0.21%"
"Oct 26, 2017","1,673.82","1,680.39","1,681.17","1,669.34","225.33M","-0.39%"
"Oct 25, 2017","1,680.39","1,676.00","1,687.81","1,676.00","255.94M","0.26%"
"Oct 24, 2017","1,676.00","1,668.33","1,676.26","1,668.02","125.63M","0.46%"
"Oct 23, 2017","1,668.33","1,678.01","1,678.73","1,648.01","193.53M","-0.58%"
"Oct 20, 2017","1,678.01","1,680.52","1,682.26","1,677.27","70.64M","-0.15%"
"Oct 19, 2017","1,680.52","1,680.57","1,681.57","1,678.74","91.02M","-0.00%"
"Oct 18, 2017","1,680.57","1,682.47","1,684.17","1,679.70","137.15M","-0.11%"
"Oct 17, 2017","1,682.47","1,694.16","1,694.16","1,682.35","158.71M","-0.69%"
"Oct 16, 2017","1,694.16","1,688.19","1,698.26","1,687.61","143.67M","0.35%"
"Oct 13, 2017","1,688.19","1,681.43","1,689.87","1,681.36","85.86M","0.40%"
"Oct 12, 2017","1,681.43","1,676.94","1,681.43","1,675.13","102.25M","0.27%"
"Oct 11, 2017","1,676.94","1,684.43","1,684.43","1,675.44","58.24M","-0.44%"
"Oct 10, 2017","1,684.43","1,687.69","1,688.93","1,682.84","77.94M","-0.19%"
"Oct 09, 2017","1,687.69","1,667.38","1,691.04","1,667.38","133.22M","1.22%"
"Oct 06, 2017","1,667.38","1,639.52","1,669.17","1,639.52","218.14M","1.70%"
"Oct 05, 2017","1,639.52","1,622.73","1,639.52","1,611.20","150.29M","1.03%"
"Oct 04, 2017","1,622.73","1,619.96","1,627.48","1,618.17","132.80M","0.17%"
"Oct 03, 2017","1,619.96","1,622.43","1,624.40","1,616.90","189.84M","-0.15%"
"Sep 29, 2017","1,622.43","1,621.66","1,624.36","1,617.27","165.50M","0.05%"
"Sep 28, 2017","1,621.66","1,605.99","1,621.90","1,597.99","124.46M","0.98%"
"Sep 27, 2017","1,605.99","1,603.26","1,610.35","1,594.51","44.85M","0.17%"
"Sep 26, 2017","1,603.26","1,617.46","1,621.41","1,599.53","151.15M","-0.89%"
"Sep 25, 2017","1,617.62","1,625.32","1,625.32","1,610.80","38.03M","-0.47%"
"Sep 22, 2017","1,625.32","1,613.34","1,625.44","1,613.34","108.98M","0.74%"
"Sep 21, 2017","1,613.34","1,609.55","1,621.67","1,609.48","294.62M","0.24%"
"Sep 20, 2017","1,609.55","1,598.86","1,609.55","1,592.55","63.84M","0.67%"
"Sep 19, 2017","1,598.86","1,600.75","1,601.12","1,592.85","106.11M","-0.12%"
"Sep 18, 2017","1,600.75","1,608.76","1,614.77","1,593.97","105.57M","-0.50%"
"Sep 15, 2017","1,608.76","1,634.54","1,636.13","1,607.20","108.73M","-1.58%"
"Sep 14, 2017","1,634.54","1,630.15","1,637.42","1,629.12","82.55M","0.27%"
"Sep 13, 2017","1,630.15","1,625.91","1,630.15","1,616.23","78.42M","0.26%"
"Sep 12, 2017","1,625.91","1,639.66","1,639.70","1,624.04","187.58M","-0.84%"
"Sep 11, 2017","1,639.66","1,649.58","1,653.75","1,637.15","68.67M","-0.60%"
"Sep 08, 2017","1,649.58","1,655.71","1,659.42","1,646.44","109.62M","-0.37%"
"Sep 07, 2017","1,655.71","1,640.09","1,657.60","1,637.47","101.12M","0.95%"
"Sep 06, 2017","1,640.09","1,631.53","1,644.34","1,628.11","231.15M","0.57%"
"Sep 05, 2017","1,630.75","1,637.95","1,638.89","1,627.46","46.53M","-0.47%"
"Aug 31, 2017","1,638.50","1,646.59","1,646.64","1,634.12","68.72M","-0.49%"
"Aug 30, 2017","1,646.59","1,665.54","1,665.63","1,639.55","153.25M","-1.14%"
"Aug 29, 2017","1,665.54","1,672.39","1,672.39","1,652.40","88.53M","-0.41%"
"Aug 28, 2017","1,672.39","1,689.43","1,689.43","1,668.14","106.71M","-1.01%"
"Aug 25, 2017","1,689.43","1,684.51","1,689.43","1,679.67","124.40M","0.29%"
"Aug 24, 2017","1,684.51","1,700.72","1,700.72","1,682.56","188.83M","-0.94%"
"Aug 23, 2017","1,700.49","1,695.37","1,702.20","1,691.17","195.55M","0.30%"
"Aug 22, 2017","1,695.37","1,686.73","1,701.90","1,686.06","86.18M","0.51%"
"Aug 21, 2017","1,686.73","1,693.29","1,700.87","1,684.76","163.43M","-0.39%"
"Aug 18, 2017","1,693.29","1,666.85","1,693.47","1,665.98","185.80M","1.59%"
"Aug 17, 2017","1,666.85","1,662.38","1,669.88","1,651.85","125.05M","0.27%"
"Aug 16, 2017","1,662.38","1,703.10","1,703.75","1,657.50","150.12M","-2.39%"
"Aug 15, 2017","1,703.10","1,737.74","1,737.93","1,698.24","326.62M","-1.99%"
"Aug 14, 2017","1,737.74","1,744.51","1,747.91","1,737.66","269.79M","-0.39%"
"Aug 11, 2017","1,744.51","1,738.31","1,746.19","1,738.31","270.24M","0.36%"
"Aug 10, 2017","1,738.31","1,740.17","1,742.15","1,729.51","225.77M","-0.11%"
"Aug 09, 2017","1,740.17","1,732.56","1,742.66","1,729.38","144.17M","0.44%"
"Aug 08, 2017","1,732.56","1,705.36","1,732.66","1,701.07","105.84M","1.59%"
"Aug 07, 2017","1,705.36","1,698.40","1,707.04","1,692.84","191.47M","0.41%"
"Aug 04, 2017","1,698.40","1,684.40","1,701.53","1,682.13","290.69M","0.83%"
"Aug 03, 2017","1,684.40","1,671.01","1,684.40","1,670.59","218.10M","0.80%"
"Aug 02, 2017","1,671.01","1,661.20","1,671.01","1,650.85","196.60M","0.59%"
"Aug 01, 2017","1,661.20","1,635.42","1,661.83","1,614.59","293.11M","1.58%"
"Jul 31, 2017","1,635.42","1,678.64","1,681.62","1,633.09","265.57M","-2.51%"
"Jul 28, 2017","1,677.57","1,685.89","1,709.10","1,657.15","356.27M","-0.49%"
"Jul 27, 2017","1,685.89","1,658.82","1,686.63","1,655.16","364.48M","1.63%"
"Jul 26, 2017","1,658.82","1,606.16","1,662.03","1,604.50","242.86M","3.28%"
"Jul 25, 2017","1,606.16","1,570.32","1,609.73","1,570.32","422.81M","2.28%"
"Jul 24, 2017","1,570.32","1,546.21","1,572.15","1,545.48","209.09M","1.51%"
"Jul 21, 2017","1,546.99","1,533.11","1,548.16","1,532.23","279.51M","0.91%"
"Jul 20, 2017","1,533.11","1,524.05","1,533.50","1,519.63","98.54M","0.59%"
"Jul 19, 2017","1,524.05","1,516.12","1,528.42","1,516.12","176.75M","0.52%"
"Jul 18, 2017","1,516.12","1,506.62","1,516.12","1,505.10","93.83M","0.51%"
"Jul 17, 2017","1,508.43","1,506.10","1,511.77","1,497.44","120.05M","0.15%"
"Jul 14, 2017","1,506.10","1,506.79","1,506.79","1,501.62","211.05M","-0.05%"
"Jul 13, 2017","1,506.79","1,494.71","1,507.52","1,494.71","217.19M","0.81%"
"Jul 12, 2017","1,494.71","1,485.43","1,494.71","1,483.87","180.35M","0.62%"
"Jul 11, 2017","1,485.43","1,474.90","1,489.09","1,471.12","112.09M","0.71%"
"Jul 10, 2017","1,474.90","1,466.01","1,476.52","1,464.90","92.88M","0.61%"
"Jul 07, 2017","1,466.01","1,460.27","1,466.01","1,455.74","135.30M","0.39%"
"Jul 06, 2017","1,460.27","1,459.97","1,460.29","1,451.56","111.72M","0.02%"
"Jul 05, 2017","1,459.97","1,466.89","1,466.89","1,453.91","173.58M","-0.47%"
"Jul 04, 2017","1,466.89","1,487.57","1,487.85","1,466.74","132.38M","-1.39%"
"Jul 03, 2017","1,487.57","1,504.44","1,505.19","1,486.62","98.09M","-1.12%"
"Jun 30, 2017","1,504.44","1,513.92","1,514.25","1,491.75","151.00M","-0.63%"
"Jun 29, 2017","1,513.92","1,487.64","1,513.92","1,487.64","337.73M","1.77%"
"Jun 28, 2017","1,487.64","1,463.47","1,487.64","1,459.86","213.69M","1.65%"
"Jun 23, 2017","1,463.47","1,496.74","1,498.05","1,461.53","265.86M","-2.22%"
"Jun 22, 2017","1,496.74","1,529.14","1,530.25","1,484.94","337.64M","-2.12%"
"Jun 21, 2017","1,529.14","1,567.41","1,567.41","1,524.88","275.10M","-2.44%"
"Jun 20, 2017","1,567.46","1,557.45","1,567.46","1,544.61","189.90M","0.64%"
"Jun 19, 2017","1,557.45","1,546.79","1,558.11","1,546.79","232.76M","0.69%"
"Jun 16, 2017","1,546.79","1,544.96","1,548.88","1,539.89","291.44M","0.12%"
"Jun 15, 2017","1,544.96","1,533.32","1,555.15","1,526.82","398.51M","0.76%"
"Jun 14, 2017","1,533.32","1,506.75","1,533.56","1,504.96","470.88M","1.76%"
"Jun 13, 2017","1,506.75","1,509.65","1,512.48","1,502.58","229.94M","-0.19%"
"Jun 12, 2017","1,509.65","1,512.35","1,517.19","1,494.00","263.19M","-0.18%"
"Jun 09, 2017","1,512.35","1,494.81","1,512.66","1,494.16","323.72M","1.17%"
"Jun 08, 2017","1,494.81","1,475.49","1,499.65","1,475.49","306.47M","1.31%"
"Jun 07, 2017","1,475.49","1,462.08","1,475.49","1,436.80","294.19M","0.97%"
"Jun 06, 2017","1,461.29","1,467.79","1,476.18","1,448.75","352.40M","-0.44%"
"Jun 05, 2017","1,467.79","1,426.36","1,473.74","1,426.36","308.74M","2.90%"
"Jun 02, 2017","1,426.36","1,381.23","1,426.65","1,381.23","406.14M","3.27%"
"Jun 01, 2017","1,381.23","1,348.89","1,381.23","1,348.89","247.23M","2.40%"
"May 31, 2017","1,348.89","1,349.53","1,350.35","1,330.15","208.35M","-0.05%"
"May 30, 2017","1,349.53","1,337.60","1,364.32","1,337.60","383.29M","0.89%"
"May 26, 2017","1,337.60","1,309.16","1,337.68","1,309.16","359.24M","2.17%"
"May 25, 2017","1,309.16","1,299.68","1,312.75","1,297.34","290.46M","0.73%"
"May 24, 2017","1,299.68","1,290.28","1,301.84","1,290.28","191.41M","0.65%"
"May 23, 2017","1,291.26","1,287.81","1,295.42","1,285.82","102.91M","0.27%"
"May 22, 2017","1,287.81","1,289.89","1,297.12","1,285.58","128.32M","-0.16%"
"May 19, 2017","1,289.89","1,289.17","1,292.12","1,283.27","225.48M","0.06%"
"May 18, 2017","1,289.17","1,277.57","1,291.44","1,275.70","263.79M","0.91%"
"May 17, 2017","1,277.57","1,260.81","1,277.62","1,260.81","249.31M","1.33%"
"May 16, 2017","1,260.81","1,255.85","1,261.39","1,241.61","460.58M","0.42%"
"May 15, 2017","1,255.59","1,290.33","1,292.35","1,254.17","588.30M","-2.69%"
"May 12, 2017","1,290.33","1,290.48","1,316.33","1,287.97","837.36M","-0.01%"
"May 11, 2017","1,290.48","1,252.30","1,302.23","1,252.30","422.37M","3.05%"
"May 10, 2017","1,252.30","1,213.48","1,257.95","1,210.61","363.65M","3.20%"
"May 09, 2017","1,213.48","1,197.67","1,214.45","1,196.97","206.14M","1.32%"
"May 08, 2017","1,197.67","1,186.95","1,198.22","1,183.14","174.29M","0.90%"
"May 05, 2017","1,186.95","1,184.19","1,188.29","1,181.73","253.82M","0.23%"
"May 04, 2017","1,184.19","1,180.65","1,184.19","1,173.83","166.80M","0.30%"
"May 03, 2017","1,180.65","1,171.51","1,180.92","1,171.51","180.92M","0.78%"
"May 02, 2017","1,171.51","1,158.99","1,172.12","1,158.01","117.28M","1.04%"
"Apr 28, 2017","1,159.48","1,158.18","1,163.56","1,152.24","229.99M","0.11%"
"Apr 27, 2017","1,158.18","1,151.73","1,161.15","1,151.73","240.87M","0.56%"
"Apr 26, 2017","1,151.73","1,154.45","1,158.83","1,151.32","166.76M","-0.24%"
"Apr 25, 2017","1,154.45","1,151.30","1,156.98","1,151.15","59.92M","0.27%"
"Apr 24, 2017","1,151.30","1,128.13","1,151.36","1,126.42","99.60M","2.05%"
"Apr 21, 2017","1,128.13","1,133.58","1,136.14","1,127.99","88.63M","-0.48%"
"Apr 20, 2017","1,133.58","1,134.89","1,135.55","1,131.01","83.52M","-0.12%"
"Apr 19, 2017","1,134.89","1,127.34","1,134.89","1,125.48","114.19M","0.63%"
"Apr 18, 2017","1,127.80","1,137.19","1,137.19","1,127.40","132.84M","-0.83%"
"Apr 13, 2017","1,137.19","1,136.24","1,138.31","1,133.22","154.61M","0.08%"
"Apr 12, 2017","1,136.24","1,134.39","1,136.55","1,132.31","75.08M","0.16%"
"Apr 11, 2017","1,134.39","1,141.83","1,142.12","1,133.77","84.71M","-0.65%"
"Apr 10, 2017","1,141.83","1,148.90","1,148.90","1,138.92","48.49M","-0.62%"
"Apr 07, 2017","1,148.90","1,150.00","1,153.06","1,143.61","38.78M","-0.10%"
"Apr 06, 2017","1,150.00","1,138.78","1,150.55","1,138.78","121.72M","0.99%"
"Apr 05, 2017","1,138.78","1,126.86","1,138.78","1,126.21","74.05M","1.06%"
